freq,unit,age,isced11,geo\TIME_PERIOD	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,Y30-34,UNK,XK	: 	: 	: 	: 	: 	: 	: 	: 	174 	165 	177 	167 	145 	: 	: 	: 	: 
A,NR,Y31,ED0-2,AT	570 	573 	492 	545 	490 	506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED0-2,AZ	: 	: 	: 	: 	: 	: 	70 	60 	77 	51 	32 	38 	29 	: 	: 	: 	: 
A,NR,Y31,ED0-2,BA	: 	: 	: 	348 	: 	222 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED0-2,BE	823 	841 	796 	850 	972 	931 	: 	1014 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED0-2,CZ	510 	530 	539 	397 	373 	380 	326 	317 	289 	331 	344 	318 	355 	327 	337 	355 	364 
A,NR,Y31,ED0-2,DK	515 	442 	440 	380 	372 	330 	317 	298 	275 	375 	372 	357 	334 	331 	322 	: 	: 
A,NR,Y31,ED0-2,EE	62 	78 	74 	86 	84 	59 	: 	: 	69 	: 	56 	77 	86 	: 	: 	60 	61 
A,NR,Y31,ED0-2,EL	1235 	1412 	1221 	1146 	1294 	999 	719 	650 	601 	544 	483 	438 	416 	396 	340 	308 	270 
A,NR,Y31,ED0-2,ES	11133 	11911 	11148 	10602 	10308 	9598 	8776 	8731 	8445 	6642 	6072 	5344 	: 	: 	: 	: 	: 
A,NR,Y31,ED0-2,FI	313 	289 	365 	295 	332 	339 	345 	363 	412 	413 	401 	354 	315 	336 	385 	118 	106 
A,NR,Y31,ED0-2,HR	157 	171 	143 	140 	116 	111 	86 	75 	63 	58 	62 	68 	64 	53 	64 	50 	39 
A,NR,Y31,ED0-2,HU	768 	712 	633 	526 	557 	546 	512 	515 	469 	563 	507 	463 	443 	494 	506 	451 	436 
A,NR,Y31,ED0-2,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	109 	106 	101 	66 	78 	71 
A,NR,Y31,ED0-2,ME	58 	69 	64 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED0-2,MK	435 	479 	417 	461 	400 	454 	422 	342 	340 	308 	291 	275 	251 	201 	216 	: 	: 
A,NR,Y31,ED0-2,NO	98 	332 	378 	426 	487 	459 	449 	457 	442 	473 	471 	523 	510 	443 	: 	410 	: 
A,NR,Y31,ED0-2,PL	: 	1126 	1003 	976 	882 	744 	733 	641 	586 	568 	669 	654 	648 	591 	607 	555 	479 
A,NR,Y31,ED0-2,PT	2722 	2593 	2180 	2070 	1778 	1472 	1275 	1313 	1330 	1283 	1195 	1109 	1053 	1004 	874 	830 	735 
A,NR,Y31,ED0-2,RO	2897 	2866 	2934 	2511 	2346 	2249 	1772 	1997 	1936 	2037 	1921 	2094 	1976 	1907 	1810 	1527 	1241 
A,NR,Y31,ED0-2,RS	: 	474 	433 	451 	397 	385 	351 	321 	283 	262 	294 	274 	321 	242 	247 	224 	222 
A,NR,Y31,ED0-2,SE	426 	500 	583 	644 	594 	553 	858 	879 	862 	933 	1007 	992 	935 	896 	: 	767 	610 
A,NR,Y31,ED0-2,SI	77 	84 	80 	93 	86 	: 	75 	: 	: 	72 	63 	47 	72 	53 	: 	61 	72 
A,NR,Y31,ED0-2,SK	309 	273 	280 	295 	304 	279 	242 	292 	280 	259 	287 	277 	271 	269 	247 	269 	228 
A,NR,Y31,ED0-2,SM	: 	: 	: 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED0-2,TR	: 	: 	: 	: 	38199 	41710 	39559 	35650 	35608 	33756 	32696 	29954 	27379 	23324 	: 	20070 	: 
A,NR,Y31,ED0-2,XK	: 	988 	: 	: 	820 	: 	: 	: 	536 	418 	410 	357 	315 	: 	: 	: 	: 
A,NR,Y31,ED3_4,AT	3051 	2915 	2886 	3003 	3070 	3102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED3_4,AZ	: 	: 	: 	: 	: 	: 	4008 	3837 	3848 	3823 	3619 	3536 	3926 	: 	: 	: 	: 
A,NR,Y31,ED3_4,BA	: 	: 	: 	962 	: 	1031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED3_4,BE	2487 	2474 	2600 	2610 	2730 	2734 	: 	2650 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED3_4,CZ	6839 	7041 	6735 	6337 	5182 	4603 	4273 	3939 	3585 	3399 	3255 	3127 	2998 	3016 	2949 	2904 	2409 
A,NR,Y31,ED3_4,DK	1941 	1739 	1731 	1662 	1427 	1227 	1209 	1134 	1147 	1222 	1241 	1135 	1088 	1080 	1136 	: 	: 
A,NR,Y31,ED3_4,EE	427 	415 	389 	369 	293 	258 	: 	: 	330 	: 	328 	367 	338 	: 	: 	260 	249 
A,NR,Y31,ED3_4,EL	4617 	4851 	4869 	4625 	4351 	4137 	3133 	2596 	2633 	2592 	2281 	2276 	2107 	2067 	2050 	1792 	1539 
A,NR,Y31,ED3_4,ES	12309 	13068 	12263 	11190 	10691 	9629 	8253 	8010 	7292 	5130 	4585 	4114 	: 	: 	: 	: 	: 
A,NR,Y31,ED3_4,FI	1301 	1261 	1267 	1440 	1387 	1372 	1439 	1419 	1397 	1359 	1235 	1133 	1106 	1152 	1300 	1216 	1124 
A,NR,Y31,ED3_4,HR	1519 	1586 	1718 	1632 	1572 	1535 	1519 	1527 	1392 	1438 	1232 	1143 	1043 	1007 	1031 	918 	799 
A,NR,Y31,ED3_4,HU	4070 	3699 	3511 	3033 	2823 	2741 	2423 	2438 	2435 	2477 	2524 	2492 	2489 	2591 	2658 	2711 	2516 
A,NR,Y31,ED3_4,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	358 	430 	412 	350 	353 	345 	325 
A,NR,Y31,ED3_4,ME	256 	255 	286 	67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED3_4,MK	328 	409 	416 	454 	406 	415 	403 	413 	457 	439 	392 	401 	364 	356 	334 	: 	: 
A,NR,Y31,ED3_4,NO	1355 	1055 	939 	928 	905 	949 	838 	861 	795 	811 	740 	693 	735 	718 	: 	748 	: 
A,NR,Y31,ED3_4,PL	: 	11936 	11411 	10602 	9961 	9226 	8783 	9033 	8732 	8783 	9622 	8724 	8290 	7730 	7069 	7041 	6462 
A,NR,Y31,ED3_4,PT	1966 	2089 	1978 	2080 	2056 	1838 	1705 	1721 	1819 	1804 	1643 	1770 	1702 	1788 	1725 	1808 	2036 
A,NR,Y31,ED3_4,RO	4567 	3805 	4327 	3415 	3030 	3450 	2756 	3248 	3415 	3804 	3897 	4165 	4182 	4276 	4387 	3732 	3430 
A,NR,Y31,ED3_4,RS	: 	1993 	2070 	2042 	1943 	2100 	1915 	1981 	2072 	1940 	1744 	1675 	1631 	1537 	1498 	1665 	1565 
A,NR,Y31,ED3_4,SE	3097 	3016 	2817 	2804 	2686 	2770 	2335 	2374 	2428 	2520 	2581 	2596 	2648 	2812 	: 	2751 	2716 
A,NR,Y31,ED3_4,SI	611 	721 	740 	822 	695 	: 	626 	: 	: 	543 	549 	535 	502 	470 	: 	463 	395 
A,NR,Y31,ED3_4,SK	2200 	2337 	2367 	2362 	2186 	1775 	1696 	1579 	1601 	1488 	1467 	1313 	1267 	1265 	1272 	1235 	1220 
A,NR,Y31,ED3_4,SM	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED3_4,TR	: 	: 	: 	: 	13080 	14547 	14410 	15173 	13147 	13270 	14053 	13997 	13456 	13479 	: 	11800 	: 
A,NR,Y31,ED3_4,XK	: 	757 	: 	: 	346 	: 	: 	: 	487 	484 	523 	463 	455 	: 	: 	: 	: 
A,NR,Y31,ED5-8,AT	967 	1085 	1039 	1184 	1214 	1489 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED5-8,AZ	: 	: 	: 	: 	: 	: 	873 	999 	1074 	1217 	1238 	1151 	1238 	: 	: 	: 	: 
A,NR,Y31,ED5-8,BA	: 	: 	: 	492 	: 	633 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED5-8,BE	4511 	4722 	4883 	5087 	4916 	4830 	: 	5016 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED5-8,CZ	2109 	2466 	2602 	2883 	2958 	3089 	3185 	3415 	3593 	3611 	3803 	3947 	3926 	4195 	4168 	3836 	3275 
A,NR,Y31,ED5-8,DK	2724 	2744 	2764 	2886 	2584 	2474 	2415 	2300 	2442 	2776 	2850 	2986 	3063 	3234 	3345 	: 	: 
A,NR,Y31,ED5-8,EE	319 	386 	396 	460 	519 	500 	: 	: 	499 	: 	576 	614 	647 	: 	: 	527 	436 
A,NR,Y31,ED5-8,EL	2493 	2793 	2664 	2816 	2819 	2793 	2680 	3299 	3074 	3032 	2934 	2682 	2793 	2887 	3018 	2869 	2637 
A,NR,Y31,ED5-8,ES	13026 	13838 	13248 	12936 	12333 	11416 	10481 	9965 	8897 	5997 	5104 	4767 	: 	: 	: 	: 	: 
A,NR,Y31,ED5-8,FI	2621 	2734 	2668 	2666 	2563 	2483 	2462 	2429 	2422 	2144 	2074 	1909 	1952 	2077 	2278 	1994 	1957 
A,NR,Y31,ED5-8,HR	813 	916 	952 	1094 	1035 	1177 	1178 	1244 	1276 	1333 	1274 	1309 	1358 	1331 	1447 	1388 	1289 
A,NR,Y31,ED5-8,HU	2961 	3198 	3188 	3083 	2946 	3068 	2716 	2766 	2639 	2782 	2752 	2601 	2463 	2566 	2693 	2585 	2307 
A,NR,Y31,ED5-8,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	778 	786 	863 	703 	762 	632 	539 
A,NR,Y31,ED5-8,ME	106 	152 	121 	49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED5-8,MK	274 	309 	340 	396 	453 	504 	530 	625 	699 	738 	663 	666 	643 	626 	685 	: 	: 
A,NR,Y31,ED5-8,NO	2293 	2443 	2419 	2518 	2673 	2787 	2766 	2775 	2780 	2950 	2788 	2882 	3035 	3026 	: 	3090 	: 
A,NR,Y31,ED5-8,PL	: 	11700 	12842 	14101 	14549 	15057 	15157 	17443 	18132 	18922 	19396 	18156 	17413 	15684 	15320 	13846 	11936 
A,NR,Y31,ED5-8,PT	3104 	3273 	2991 	3099 	2987 	3003 	2840 	2735 	2667 	2568 	2428 	2532 	2514 	2259 	2510 	2653 	2744 
A,NR,Y31,ED5-8,RO	2762 	4025 	3809 	5217 	4873 	4692 	4256 	4206 	4341 	5320 	5213 	5589 	5637 	5029 	5045 	3975 	3717 
A,NR,Y31,ED5-8,RS	: 	1302 	1494 	1575 	1653 	1750 	1829 	1981 	2089 	2077 	2127 	2284 	2311 	2133 	2255 	2315 	2170 
A,NR,Y31,ED5-8,SE	4535 	4476 	4541 	4940 	4869 	4991 	4821 	4753 	4736 	4818 	4880 	5041 	5222 	5340 	: 	5406 	5458 
A,NR,Y31,ED5-8,SI	755 	881 	907 	972 	974 	: 	996 	: 	: 	1042 	993 	952 	989 	908 	: 	867 	758 
A,NR,Y31,ED5-8,SK	941 	1090 	1438 	1574 	1831 	1675 	1695 	1884 	2064 	2247 	2259 	2317 	2340 	2313 	2377 	2154 	1789 
A,NR,Y31,ED5-8,SM	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,ED5-8,TR	: 	: 	: 	: 	10012 	11139 	11732 	11900 	18700 	19271 	20986 	21658 	22493 	23585 	: 	25838 	: 
A,NR,Y31,ED5-8,XK	: 	0 	: 	: 	163 	: 	: 	: 	302 	362 	404 	462 	476 	: 	: 	: 	: 
A,NR,Y31,NAP,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,BA	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,BE	13 	22 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,CZ	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y31,NAP,DK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,EE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y31,NAP,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y31,NAP,ES	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,FI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y31,NAP,HR	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y31,NAP,HU	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y31,NAP,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y31,NAP,ME	0 	0 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,MK	20 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,NO	82 	15 	18 	20 	21 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,Y31,NAP,PL	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y31,NAP,PT	35 	29 	39 	26 	19 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y31,NAP,RO	0 	0 	0 	0 	545 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y31,NAP,RS	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,SE	0 	27 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y31,NAP,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y31,NAP,SK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y31,NAP,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,TR	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,NAP,XK	: 	0 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,TOTAL,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1615 	1702 	1584 	1585 
A,NR,Y31,TOTAL,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1763 	: 	: 	: 	: 	: 
A,NR,Y31,TOTAL,AT	4899 	4917 	4792 	5151 	5272 	5764 	: 	: 	: 	: 	: 	: 	: 	6297 	6737 	6567 	6047 
A,NR,Y31,TOTAL,AZ	: 	: 	: 	: 	: 	: 	4951 	4896 	4999 	5091 	4889 	4725 	5193 	: 	: 	: 	: 
A,NR,Y31,TOTAL,BA	: 	: 	: 	1821 	: 	1912 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,TOTAL,BE	8655 	8934 	9136 	9546 	9818 	9725 	: 	9567 	: 	: 	: 	: 	: 	9622 	10340 	9877 	9640 
A,NR,Y31,TOTAL,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3636 	3742 	3323 	3124 
A,NR,Y31,TOTAL,BY	: 	: 	: 	: 	: 	: 	: 	: 	7208 	7228 	6490 	: 	: 	: 	: 	: 	: 
A,NR,Y31,TOTAL,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7108 	7625 	6767 	6495 
A,NR,Y31,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	764 	821 	741 	775 
A,NR,Y31,TOTAL,CZ	9469 	10144 	10066 	10062 	8912 	8457 	8287 	8380 	8453 	8694 	8617 	8502 	8436 	8675 	8760 	8191 	7017 
A,NR,Y31,TOTAL,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	62783 	66002 	59300 	52327 
A,NR,Y31,TOTAL,DK	5371 	5162 	5173 	5159 	4666 	4363 	4313 	4146 	4330 	4706 	4729 	4817 	4948 	5239 	5531 	5119 	5170 
A,NR,Y31,TOTAL,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	227686 	235202 	221438 	204773 
A,NR,Y31,TOTAL,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	230262 	237873 	223899 	207013 
A,NR,Y31,TOTAL,EE	808 	879 	859 	915 	897 	826 	: 	: 	901 	: 	964 	1063 	1072 	1014 	1052 	847 	750 
A,NR,Y31,TOTAL,EFTA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11892 	13088 	11613 	11328 
A,NR,Y31,TOTAL,EL	8345 	9056 	8754 	8587 	8464 	7929 	7266 	7201 	6999 	6713 	6101 	5845 	5760 	5681 	5624 	5176 	4716 
A,NR,Y31,TOTAL,ES	39090 	40462 	38162 	36248 	34917 	32704 	29635 	28896 	27677 	26705 	24868 	23405 	: 	21256 	21117 	20245 	19762 
A,NR,Y31,TOTAL,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	301239 	309300 	288954 	266633 
A,NR,Y31,TOTAL,FI	4235 	4284 	4300 	4401 	4282 	4194 	4246 	4211 	4231 	3916 	3710 	3396 	3373 	3566 	3966 	3572 	3430 
A,NR,Y31,TOTAL,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55027 	56364 	54090 	48658 
A,NR,Y31,TOTAL,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2309 	2667 	2662 	2414 
A,NR,Y31,TOTAL,HR	2545 	2768 	2893 	2920 	2801 	2915 	2839 	2891 	2756 	2860 	2581 	2640 	2612 	2576 	2671 	2461 	2240 
A,NR,Y31,TOTAL,HU	7836 	7683 	7390 	6675 	6382 	6407 	5818 	5956 	5663 	6143 	6210 	6052 	5920 	6094 	6309 	6334 	5924 
A,NR,Y31,TOTAL,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3490 	3786 	3168 	3260 
A,NR,Y31,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	337 	363 	302 	327 
A,NR,Y31,TOTAL,IT	41908 	41200 	39413 	38500 	36272 	35494 	34439 	33434 	32822 	32212 	30588 	29456 	: 	28767 	28139 	27900 	27132 
A,NR,Y31,TOTAL,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31 	29 	26 	31 
A,NR,Y31,TOTAL,LT	: 	: 	: 	: 	: 	1729 	1695 	1818 	2029 	2101 	2076 	2076 	1928 	1805 	1956 	1911 	1599 
A,NR,Y31,TOTAL,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	508 	565 	536 	490 
A,NR,Y31,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1345 	1392 	1471 	1220 	1232 	1108 	950 
A,NR,Y31,TOTAL,MD	: 	: 	: 	: 	: 	: 	: 	1813 	1958 	2031 	1946 	1999 	1923 	1742 	1671 	1572 p	1347 
A,NR,Y31,TOTAL,ME	422 	476 	478 	403 	: 	: 	: 	: 	: 	: 	: 	: 	: 	456 	461 	491 	441 
A,NR,Y31,TOTAL,MK	1073 	1208 	1186 	1338 	1285 	1395 	1372 	1388 	1508 	1501 	1354 	1355 	1270 	1186 	1256 	1210 	1148 
A,NR,Y31,TOTAL,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	347 	384 	364 	349 
A,NR,Y31,TOTAL,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14775 	16288 	15218 	14628 
A,NR,Y31,TOTAL,NO	4203 	4200 	4238 	4449 	4274 	4406 	4299 	4392 	4357 	4614 	4403 	4503 	4590 	4416 	5071 	4518 	4475 
A,NR,Y31,TOTAL,PL	: 	24826 	25371 	25711 	25421 	25049 	24699 	27144 	27479 	28278 	29700 	27739 	26869 	25597 	24736 	23430 	20793 
A,NR,Y31,TOTAL,PT	7867 	8019 	7267 	7380 	6941 	6446 	5933 	5950 	6048 	5926 	5614 	5808 	5642 	5486 	5461 	5751 	5774 
A,NR,Y31,TOTAL,RO	10741 	11372 	11628 	11657 	10794 	11005 	9908 	9954 	10341 	11821 	11953 	12807 	13034 	12505 	12271 	9537 	8598 
A,NR,Y31,TOTAL,RS	: 	3779 	4013 	4088 	4018 	4257 	4112 	4310 	4474 	4309 	4181 	4255 	4280 	3935 	4042 	4227 	3978 
A,NR,Y31,TOTAL,SE	8196 	8129 	8078 	8535 	8282 	8449 	8156 	8131 	8149 	8425 	8654 	8794 	9024 	9231 	10078 	9121 	8994 
A,NR,Y31,TOTAL,SI	1598 	1862 	1754 	1887 	1755 	: 	1697 	: 	: 	1657 	1605 	1534 	1563 	1431 	1472 	1391 	1225 
A,NR,Y31,TOTAL,SK	3450 	3700 	4085 	4231 	4321 	3729 	3633 	3755 	3945 	3994 	4013 	3907 	3878 	3847 	3896 	3676 	3261 
A,NR,Y31,TOTAL,SM	: 	: 	: 	: 	: 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,TOTAL,TR	: 	: 	: 	: 	64839 	71551 	70029 	67074 	68468 	67871 	68891 	66858 	64617 	61308 	: 	58968 	: 
A,NR,Y31,TOTAL,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16043 	: 	: 
A,NR,Y31,TOTAL,XK	: 	1812 	: 	: 	1365 	: 	: 	: 	1363 	1304 	1371 	1323 	1278 	: 	: 	: 	: 
A,NR,Y31,UNK,AT	311 	344 	375 	419 	498 	667 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,UNK,AZ	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,Y31,UNK,BA	: 	: 	: 	19 	: 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,UNK,BE	821 	875 	857 	999 	1200 	1230 	: 	887 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,UNK,CZ	11 	107 	190 	445 	399 	385 	503 	709 	986 	1353 	1215 	1110 	1157 	1137 	1306 	1096 	969 
A,NR,Y31,UNK,DK	191 	237 	238 	231 	283 	332 	372 	414 	466 	333 	266 	339 	463 	594 	728 	: 	: 
A,NR,Y31,UNK,EE	0 	0 	0 	0 	1 	9 	: 	: 	3 	: 	4 	5 	1 	: 	: 	0 	4 
A,NR,Y31,UNK,EL	0 	0 	0 	0 	0 	0 	734 	656 	691 	545 	403 	449 	444 	331 	216 	207 	270 
A,NR,Y31,UNK,ES	2622 	1645 	1503 	1520 	1585 	2061 	2125 	2190 	3043 	8936 	9107 	9180 	: 	: 	: 	: 	: 
A,NR,Y31,UNK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	3 	244 	243 
A,NR,Y31,UNK,HR	56 	95 	80 	54 	78 	92 	56 	45 	25 	31 	13 	120 	147 	185 	129 	105 	113 
A,NR,Y31,UNK,HU	37 	74 	58 	33 	56 	52 	167 	237 	120 	321 	427 	496 	525 	443 	452 	587 	665 
A,NR,Y31,UNK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109 	67 	90 	66 	51 	53 	15 
A,NR,Y31,UNK,ME	2 	0 	7 	277 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,UNK,MK	16 	11 	13 	27 	26 	22 	17 	8 	12 	16 	8 	13 	12 	3 	21 	: 	: 
A,NR,Y31,UNK,NO	375 	355 	484 	557 	188 	190 	246 	299 	340 	380 	404 	405 	310 	229 	: 	270 	: 
A,NR,Y31,UNK,PL	: 	64 	115 	32 	29 	22 	26 	27 	29 	5 	13 	205 	518 	1592 	1740 	1988 	1916 
A,NR,Y31,UNK,PT	40 	35 	79 	105 	101 	110 	113 	181 	232 	271 	348 	397 	373 	435 	352 	460 	259 
A,NR,Y31,UNK,RO	515 	676 	558 	514 	0 	614 	1124 	503 	649 	660 	922 	959 	1239 	1293 	1029 	303 	210 
A,NR,Y31,UNK,RS	: 	10 	16 	20 	25 	22 	17 	27 	30 	30 	16 	22 	17 	23 	42 	23 	21 
A,NR,Y31,UNK,SE	138 	110 	137 	147 	133 	135 	142 	125 	123 	154 	186 	165 	219 	183 	: 	197 	210 
A,NR,Y31,UNK,SI	155 	176 	27 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,Y31,UNK,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	18 	24 
A,NR,Y31,UNK,SM	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y31,UNK,TR	: 	: 	: 	: 	3548 	4155 	4328 	4351 	1013 	1574 	1156 	1249 	1289 	920 	: 	1260 	: 
A,NR,Y31,UNK,XK	: 	67 	: 	: 	26 	: 	: 	: 	38 	40 	34 	41 	32 	: 	: 	: 	: 
A,NR,Y32,ED0-2,AT	530 	478 	460 	473 	425 	456 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y32,ED0-2,AZ	: 	: 	: 	: 	: 	: 	50 	59 	56 	45 	20 	23 	21 	: 	: 	: 	: 
A,NR,Y32,ED0-2,BA	: 	: 	: 	309 	: 	224 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y32,ED0-2,BE	709 	752 	713 	802 	797 	900 	: 	976 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y32,ED0-2,CZ	450 	442 	462 	427 	356 	338 	323 	275 	276 	250 	290 	307 	278 	280 	313 	293 	309 
A,NR,Y32,ED0-2,DK	471 	477 	316 	379 	301 	333 	268 	310 	290 	314 	316 	300 	308 	296 	287 	: 	: 
A,NR,Y32,ED0-2,EE	59 	73 	69 	88 	65 	61 	: 	: 	56 	: 	57 	64 	66 	: 	: 	70 	63 
A,NR,Y32,ED0-2,EL	1179 	1117 	1153 	1035 	991 	903 	642 	587 	523 	513 	521 	453 	435 	423 	350 	275 	273 
